Region,Level,Latitude,Longitude,Outcome,Prevention,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,PreventionScore
Arkansas,State,34.969704,-92.373123,Mental Health,Annual Checkup,14.8,0.98372406,64.7,2,State,0
Arkansas,State,34.969704,-92.373123,Mental Health,Cholesterol Screening,14.8,0.98372406,64.2,3,State,0
Arkansas,State,34.969704,-92.373123,Mental Health,Dental Visit,14.8,0.98372406,59.5,4,State,0
Arkansas,State,34.969704,-92.373123,Mental Health,Health Insurance,14.8,0.98372406,10.6,5,State,0
Arkansas,State,34.969704,-92.373123,Chronic Kidney Disease,Physical Inactivity,2.1,0.984997184,24.6,1,State,0
Arkansas,State,34.969704,-92.373123,Chronic Kidney Disease,Current Smoking,2.1,0.984997184,20.5,2,State,0
Arkansas,State,34.969704,-92.373123,Chronic Kidney Disease,Health Insurance,2.1,0.984997184,10.6,3,State,0
Arkansas,State,34.969704,-92.373123,Chronic Kidney Disease,Taking BP Medication,2.1,0.984997184,68.8,4,State,0
Arkansas,State,34.969704,-92.373123,Chronic Kidney Disease,Dental Visit,2.1,0.984997184,59.5,5,State,0
Arkansas,State,34.969704,-92.373123,High Cholesterol,Taking BP Medication,29.9,0.990997902,68.8,1,State,0
Arkansas,State,34.969704,-92.373123,High Cholesterol,Physical Inactivity,29.9,0.990997902,24.6,2,State,0
Arkansas,State,34.969704,-92.373123,High Cholesterol,Sleep <7 hours,29.9,0.990997902,34.2,3,State,0
Arkansas,State,34.969704,-92.373123,High Cholesterol,Cholesterol Screening,29.9,0.990997902,64.2,4,State,0
Arkansas,State,34.969704,-92.373123,High Cholesterol,Dental Visit,29.9,0.990997902,59.5,5,State,0
Arkansas,State,34.969704,-92.373123,Diabetes,Physical Inactivity,6.6,0.962787523,24.6,1,State,0
Arkansas,State,34.969704,-92.373123,Diabetes,Taking BP Medication,6.6,0.962787523,68.8,2,State,0
Arkansas,State,34.969704,-92.373123,Diabetes,Binge Drinking,6.6,0.962787523,18.5,3,State,0
Arkansas,State,34.969704,-92.373123,Diabetes,Dental Visit,6.6,0.962787523,59.5,4,State,0
Arkansas,State,34.969704,-92.373123,Diabetes,Cholesterol Screening,6.6,0.962787523,64.2,5,State,0
Arkansas,State,34.969704,-92.373123,COPD,Physical Inactivity,5.6,0.990017,24.6,1,State,0
Arkansas,State,34.969704,-92.373123,COPD,Sleep <7 hours,5.6,0.990017,34.2,2,State,0
Arkansas,State,34.969704,-92.373123,COPD,Taking BP Medication,5.6,0.990017,68.8,3,State,0
Arkansas,State,34.969704,-92.373123,COPD,Current Smoking,5.6,0.990017,20.5,4,State,0
Arkansas,State,34.969704,-92.373123,COPD,Health Insurance,5.6,0.990017,10.6,5,State,0
Arkansas,State,34.969704,-92.373123,Coronary Heart Disease,Physical Inactivity,4.6,0.982631078,24.6,1,State,0
Arkansas,State,34.969704,-92.373123,Coronary Heart Disease,Sleep <7 hours,4.6,0.982631078,34.2,2,State,0
Arkansas,State,34.969704,-92.373123,Coronary Heart Disease,Taking BP Medication,4.6,0.982631078,68.8,3,State,0
Arkansas,State,34.969704,-92.373123,Coronary Heart Disease,Health Insurance,4.6,0.982631078,10.6,4,State,0
Arkansas,State,34.969704,-92.373123,Coronary Heart Disease,Dental Visit,4.6,0.982631078,59.5,5,State,0
Arkansas,State,34.969704,-92.373123,Current Asthma,Current Smoking,9.1,0.985575386,20.5,1,State,0
Arkansas,State,34.969704,-92.373123,Current Asthma,Annual Checkup,9.1,0.985575386,64.7,2,State,0
Arkansas,State,34.969704,-92.373123,Current Asthma,Cholesterol Screening,9.1,0.985575386,64.2,3,State,0
Arkansas,State,34.969704,-92.373123,Current Asthma,Taking BP Medication,9.1,0.985575386,68.8,4,State,0
Arkansas,State,34.969704,-92.373123,Current Asthma,Core preventive services for older men,9.1,0.985575386,36.4,5,State,0
Arkansas,State,34.969704,-92.373123,Cancer (except skin),Taking BP Medication,4.6,0.976566127,68.8,1,State,0
Arkansas,State,34.969704,-92.373123,Cancer (except skin),Sleep <7 hours,4.6,0.976566127,34.2,2,State,0
Arkansas,State,34.969704,-92.373123,Cancer (except skin),Physical Inactivity,4.6,0.976566127,24.6,3,State,0
Arkansas,State,34.969704,-92.373123,Cancer (except skin),Current Smoking,4.6,0.976566127,20.5,4,State,0
Arkansas,State,34.969704,-92.373123,Cancer (except skin),Obesity,4.6,0.976566127,29.8,5,State,0
Arkansas,State,34.969704,-92.373123,High Blood Pressure,Annual Checkup,24.9,0.976851168,64.7,1,State,0
Arkansas,State,34.969704,-92.373123,High Blood Pressure,Binge Drinking,24.9,0.976851168,18.5,2,State,0
Arkansas,State,34.969704,-92.373123,High Blood Pressure,Taking BP Medication,24.9,0.976851168,68.8,3,State,0
Arkansas,State,34.969704,-92.373123,High Blood Pressure,Sleep <7 hours,24.9,0.976851168,34.2,4,State,0
Arkansas,State,34.969704,-92.373123,High Blood Pressure,Obesity,24.9,0.976851168,29.8,5,State,0
Arkansas,State,34.969704,-92.373123,Arthritis,Taking BP Medication,17.4,0.989244445,68.8,1,State,0
Arkansas,State,34.969704,-92.373123,Arthritis,Binge Drinking,17.4,0.989244445,18.5,2,State,0
Arkansas,State,34.969704,-92.373123,Arthritis,Cholesterol Screening,17.4,0.989244445,64.2,3,State,0
Arkansas,State,34.969704,-92.373123,Arthritis,Physical Inactivity,17.4,0.989244445,24.6,4,State,0
Arkansas,State,34.969704,-92.373123,Arthritis,Health Insurance,17.4,0.989244445,10.6,5,State,0
California,State,36.116203,-119.681564,Teeth Loss,Physical Inactivity,7.5,0.930887695,16.2,1,State,0
California,State,36.116203,-119.681564,Teeth Loss,Current Smoking,7.5,0.930887695,11.7,2,State,0
California,State,36.116203,-119.681564,Teeth Loss,Dental Visit,7.5,0.930887695,71.8,3,State,0
California,State,36.116203,-119.681564,Teeth Loss,Mammography,7.5,0.930887695,79.2,4,State,0
California,State,36.116203,-119.681564,Teeth Loss,Sleep <7 hours,7.5,0.930887695,33.7,5,State,0
California,State,36.116203,-119.681564,Stroke,Taking BP Medication,2.3,0.917600196,72.6,1,State,0
California,State,36.116203,-119.681564,Stroke,Dental Visit,2.3,0.917600196,71.8,2,State,0
California,State,36.116203,-119.681564,Stroke,Annual Checkup,2.3,0.917600196,67.8,3,State,0
California,State,36.116203,-119.681564,Stroke,Sleep <7 hours,2.3,0.917600196,33.7,4,State,0
California,State,36.116203,-119.681564,Stroke,Obesity,2.3,0.917600196,18.5,5,State,0
California,State,36.116203,-119.681564,Physical Health,Physical Inactivity,9.3,0.982721849,16.2,1,State,0
California,State,36.116203,-119.681564,Physical Health,Cholesterol Screening,9.3,0.982721849,80,2,State,0
California,State,36.116203,-119.681564,Physical Health,Dental Visit,9.3,0.982721849,71.8,3,State,0
California,State,36.116203,-119.681564,Physical Health,Current Smoking,9.3,0.982721849,11.7,4,State,0
California,State,36.116203,-119.681564,Physical Health,Annual Checkup,9.3,0.982721849,67.8,5,State,0
California,State,36.116203,-119.681564,Mental Health,Current Smoking,9.7,0.968540441,11.7,1,State,0
California,State,36.116203,-119.681564,Mental Health,Pap Smear Test,9.7,0.968540441,81.9,2,State,0
California,State,36.116203,-119.681564,Mental Health,Dental Visit,9.7,0.968540441,71.8,3,State,0
California,State,36.116203,-119.681564,Mental Health,Health Insurance,9.7,0.968540441,7.3,4,State,0
California,State,36.116203,-119.681564,Mental Health,Cholesterol Screening,9.7,0.968540441,80,5,State,0
California,State,36.116203,-119.681564,Chronic Kidney Disease,Taking BP Medication,2.4,0.956822247,72.6,1,State,0
California,State,36.116203,-119.681564,Chronic Kidney Disease,Dental Visit,2.4,0.956822247,71.8,2,State,0
California,State,36.116203,-119.681564,Chronic Kidney Disease,Obesity,2.4,0.956822247,18.5,3,State,0
California,State,36.116203,-119.681564,Chronic Kidney Disease,Annual Checkup,2.4,0.956822247,67.8,4,State,0
California,State,36.116203,-119.681564,Chronic Kidney Disease,Sleep <7 hours,2.4,0.956822247,33.7,5,State,0
California,State,36.116203,-119.681564,High Cholesterol,Taking BP Medication,31.4,0.952561627,72.6,1,State,0
California,State,36.116203,-119.681564,High Cholesterol,Physical Inactivity,31.4,0.952561627,16.2,2,State,0
California,State,36.116203,-119.681564,High Cholesterol,Sleep <7 hours,31.4,0.952561627,33.7,3,State,0
California,State,36.116203,-119.681564,High Cholesterol,Cholesterol Screening,31.4,0.952561627,80,4,State,0
California,State,36.116203,-119.681564,High Cholesterol,Colorectal Cancer Screening,31.4,0.952561627,71.9,5,State,0
California,State,36.116203,-119.681564,Diabetes,Taking BP Medication,8.7,0.960691455,72.6,1,State,0
California,State,36.116203,-119.681564,Diabetes,Dental Visit,8.7,0.960691455,71.8,2,State,0
California,State,36.116203,-119.681564,Diabetes,Physical Inactivity,8.7,0.960691455,16.2,3,State,0
California,State,36.116203,-119.681564,Diabetes,Cholesterol Screening,8.7,0.960691455,80,4,State,0
California,State,36.116203,-119.681564,Diabetes,Pap Smear Test,8.7,0.960691455,81.9,5,State,0
California,State,36.116203,-119.681564,COPD,Dental Visit,4.3,0.920996322,71.8,1,State,0
California,State,36.116203,-119.681564,COPD,Cholesterol Screening,4.3,0.920996322,80,2,State,0
California,State,36.116203,-119.681564,COPD,Current Smoking,4.3,0.920996322,11.7,3,State,0
California,State,36.116203,-119.681564,COPD,Sleep <7 hours,4.3,0.920996322,33.7,4,State,0
California,State,36.116203,-119.681564,COPD,Taking BP Medication,4.3,0.920996322,72.6,5,State,0
California,State,36.116203,-119.681564,Coronary Heart Disease,Taking BP Medication,4.6,0.875518324,72.6,1,State,0
California,State,36.116203,-119.681564,Coronary Heart Disease,Dental Visit,4.6,0.875518324,71.8,2,State,0
California,State,36.116203,-119.681564,Coronary Heart Disease,Sleep <7 hours,4.6,0.875518324,33.7,3,State,0
California,State,36.116203,-119.681564,Coronary Heart Disease,Physical Inactivity,4.6,0.875518324,16.2,4,State,0
California,State,36.116203,-119.681564,Coronary Heart Disease,Health Insurance,4.6,0.875518324,7.3,5,State,0
California,State,36.116203,-119.681564,Current Asthma,Current Smoking,8.3,0.956432218,11.7,1,State,0
California,State,36.116203,-119.681564,Current Asthma,Colorectal Cancer Screening,8.3,0.956432218,71.9,2,State,0
California,State,36.116203,-119.681564,Current Asthma,Obesity,8.3,0.956432218,18.5,3,State,0
California,State,36.116203,-119.681564,Current Asthma,Cholesterol Screening,8.3,0.956432218,80,4,State,0
California,State,36.116203,-119.681564,Current Asthma,Annual Checkup,8.3,0.956432218,67.8,5,State,0
California,State,36.116203,-119.681564,Cancer (except skin),Taking BP Medication,6.1,0.890001984,72.6,1,State,0
California,State,36.116203,-119.681564,Cancer (except skin),Sleep <7 hours,6.1,0.890001984,33.7,2,State,0
California,State,36.116203,-119.681564,Cancer (except skin),Cholesterol Screening,6.1,0.890001984,80,3,State,0
California,State,36.116203,-119.681564,Cancer (except skin),Dental Visit,6.1,0.890001984,71.8,4,State,0
California,State,36.116203,-119.681564,Cancer (except skin),Colorectal Cancer Screening,6.1,0.890001984,71.9,5,State,0
California,State,36.116203,-119.681564,High Blood Pressure,Taking BP Medication,25.8,0.925928024,72.6,1,State,0
California,State,36.116203,-119.681564,High Blood Pressure,Dental Visit,25.8,0.925928024,71.8,2,State,0
California,State,36.116203,-119.681564,High Blood Pressure,Health Insurance,25.8,0.925928024,7.3,3,State,0
California,State,36.116203,-119.681564,High Blood Pressure,Obesity,25.8,0.925928024,18.5,4,State,0
California,State,36.116203,-119.681564,High Blood Pressure,Cholesterol Screening,25.8,0.925928024,80,5,State,0
California,State,36.116203,-119.681564,Arthritis,Taking BP Medication,18.7,0.899997624,72.6,1,State,0
California,State,36.116203,-119.681564,Arthritis,Obesity,18.7,0.899997624,18.5,2,State,0
California,State,36.116203,-119.681564,Arthritis,Sleep <7 hours,18.7,0.899997624,33.7,3,State,0
California,State,36.116203,-119.681564,Arthritis,Dental Visit,18.7,0.899997624,71.8,4,State,0
California,State,36.116203,-119.681564,Arthritis,Health Insurance,18.7,0.899997624,7.3,5,State,0
Colorado,State,39.059811,-105.311104,Teeth Loss,Dental Visit,8.8,0.950415432,70.5,1,State,0
Colorado,State,39.059811,-105.311104,Teeth Loss,Pap Smear Test,8.8,0.950415432,82.7,2,State,0
Colorado,State,39.059811,-105.311104,Teeth Loss,Physical Inactivity,8.8,0.950415432,14.1,3,State,0
Colorado,State,39.059811,-105.311104,Teeth Loss,Cholesterol Screening,8.8,0.950415432,77.9,4,State,0
Colorado,State,39.059811,-105.311104,Teeth Loss,Annual Checkup,8.8,0.950415432,63.5,5,State,0
Colorado,State,39.059811,-105.311104,Stroke,Taking BP Medication,2.5,0.957310412,71,1,State,0
Colorado,State,39.059811,-105.311104,Stroke,Dental Visit,2.5,0.957310412,70.5,2,State,0
Colorado,State,39.059811,-105.311104,Stroke,Physical Inactivity,2.5,0.957310412,14.1,3,State,0
Colorado,State,39.059811,-105.311104,Stroke,Sleep <7 hours,2.5,0.957310412,26.8,4,State,0
Colorado,State,39.059811,-105.311104,Stroke,Pap Smear Test,2.5,0.957310412,82.7,5,State,0
Colorado,State,39.059811,-105.311104,Physical Health,Physical Inactivity,10.4,0.929761946,14.1,1,State,0
Colorado,State,39.059811,-105.311104,Physical Health,Taking BP Medication,10.4,0.929761946,71,2,State,0
Colorado,State,39.059811,-105.311104,Physical Health,Health Insurance,10.4,0.929761946,9.6,3,State,0
Colorado,State,39.059811,-105.311104,Physical Health,Current Smoking,10.4,0.929761946,16.1,4,State,0
Colorado,State,39.059811,-105.311104,Physical Health,Binge Drinking,10.4,0.929761946,20,5,State,0
Colorado,State,39.059811,-105.311104,Mental Health,Current Smoking,10.3,0.953694188,16.1,1,State,0
Colorado,State,39.059811,-105.311104,Mental Health,Pap Smear Test,10.3,0.953694188,82.7,2,State,0
Colorado,State,39.059811,-105.311104,Mental Health,Cholesterol Screening,10.3,0.953694188,77.9,3,State,0
Colorado,State,39.059811,-105.311104,Mental Health,Binge Drinking,10.3,0.953694188,20,4,State,0
Colorado,State,39.059811,-105.311104,Mental Health,Dental Visit,10.3,0.953694188,70.5,5,State,0
Colorado,State,39.059811,-105.311104,Chronic Kidney Disease,Taking BP Medication,2.5,0.97519416,71,1,State,0
Colorado,State,39.059811,-105.311104,Chronic Kidney Disease,Dental Visit,2.5,0.97519416,70.5,2,State,0
Colorado,State,39.059811,-105.311104,Chronic Kidney Disease,Annual Checkup,2.5,0.97519416,63.5,3,State,0
Colorado,State,39.059811,-105.311104,Chronic Kidney Disease,Physical Inactivity,2.5,0.97519416,14.1,4,State,0
Colorado,State,39.059811,-105.311104,Chronic Kidney Disease,Sleep <7 hours,2.5,0.97519416,26.8,5,State,0
Colorado,State,39.059811,-105.311104,High Cholesterol,Taking BP Medication,33.1,0.967320082,71,1,State,0
Colorado,State,39.059811,-105.311104,High Cholesterol,Annual Checkup,33.1,0.967320082,63.5,2,State,0
Colorado,State,39.059811,-105.311104,High Cholesterol,Colorectal Cancer Screening,33.1,0.967320082,66,3,State,0
Colorado,State,39.059811,-105.311104,High Cholesterol,Cholesterol Screening,33.1,0.967320082,77.9,4,State,0
Colorado,State,39.059811,-105.311104,High Cholesterol,Physical Inactivity,33.1,0.967320082,14.1,5,State,0
Colorado,State,39.059811,-105.311104,Diabetes,Annual Checkup,6.7,0.975505605,63.5,1,State,0
Colorado,State,39.059811,-105.311104,Diabetes,Colorectal Cancer Screening,6.7,0.975505605,66,2,State,0
Colorado,State,39.059811,-105.311104,Diabetes,Taking BP Medication,6.7,0.975505605,71,3,State,0
Colorado,State,39.059811,-105.311104,Diabetes,Dental Visit,6.7,0.975505605,70.5,4,State,0
Colorado,State,39.059811,-105.311104,Diabetes,Cholesterol Screening,6.7,0.975505605,77.9,5,State,0
Colorado,State,39.059811,-105.311104,COPD,Physical Inactivity,5,0.942925063,14.1,1,State,0
Colorado,State,39.059811,-105.311104,COPD,Health Insurance,5,0.942925063,9.6,2,State,0
Colorado,State,39.059811,-105.311104,COPD,Taking BP Medication,5,0.942925063,71,3,State,0
Colorado,State,39.059811,-105.311104,COPD,Sleep <7 hours,5,0.942925063,26.8,4,State,0
Colorado,State,39.059811,-105.311104,COPD,Current Smoking,5,0.942925063,16.1,5,State,0
Colorado,State,39.059811,-105.311104,Coronary Heart Disease,Physical Inactivity,5.3,0.958936186,14.1,1,State,0
Colorado,State,39.059811,-105.311104,Coronary Heart Disease,Sleep <7 hours,5.3,0.958936186,26.8,2,State,0
Colorado,State,39.059811,-105.311104,Coronary Heart Disease,Annual Checkup,5.3,0.958936186,63.5,3,State,0
Colorado,State,39.059811,-105.311104,Coronary Heart Disease,Health Insurance,5.3,0.958936186,9.6,4,State,0
Colorado,State,39.059811,-105.311104,Coronary Heart Disease,Taking BP Medication,5.3,0.958936186,71,5,State,0
Colorado,State,39.059811,-105.311104,Current Asthma,Current Smoking,9,0.960835672,16.1,1,State,0
Colorado,State,39.059811,-105.311104,Current Asthma,Annual Checkup,9,0.960835672,63.5,2,State,0
Colorado,State,39.059811,-105.311104,Current Asthma,Cholesterol Screening,9,0.960835672,77.9,3,State,0
Colorado,State,39.059811,-105.311104,Current Asthma,Dental Visit,9,0.960835672,70.5,4,State,0
Colorado,State,39.059811,-105.311104,Current Asthma,Pap Smear Test,9,0.960835672,82.7,5,State,0
Colorado,State,39.059811,-105.311104,Cancer (except skin),Annual Checkup,7.1,0.974604963,63.5,1,State,0
Colorado,State,39.059811,-105.311104,Cancer (except skin),Pap Smear Test,7.1,0.974604963,82.7,2,State,0
Colorado,State,39.059811,-105.311104,Cancer (except skin),Sleep <7 hours,7.1,0.974604963,26.8,3,State,0
Colorado,State,39.059811,-105.311104,Cancer (except skin),Physical Inactivity,7.1,0.974604963,14.1,4,State,0
Colorado,State,39.059811,-105.311104,Cancer (except skin),Cholesterol Screening,7.1,0.974604963,77.9,5,State,0
Colorado,State,39.059811,-105.311104,High Blood Pressure,Taking BP Medication,25,0.963574202,71,1,State,0
Colorado,State,39.059811,-105.311104,High Blood Pressure,Pap Smear Test,25,0.963574202,82.7,2,State,0
Colorado,State,39.059811,-105.311104,High Blood Pressure,Physical Inactivity,25,0.963574202,14.1,3,State,0
Colorado,State,39.059811,-105.311104,High Blood Pressure,Cholesterol Screening,25,0.963574202,77.9,4,State,0
Colorado,State,39.059811,-105.311104,High Blood Pressure,Annual Checkup,25,0.963574202,63.5,5,State,0
Colorado,State,39.059811,-105.311104,Arthritis,Annual Checkup,25,0.977701263,63.5,1,State,0
Colorado,State,39.059811,-105.311104,Arthritis,Sleep <7 hours,25,0.977701263,26.8,2,State,0
Colorado,State,39.059811,-105.311104,Arthritis,Physical Inactivity,25,0.977701263,14.1,3,State,0
Colorado,State,39.059811,-105.311104,Arthritis,Health Insurance,25,0.977701263,9.6,4,State,0
Colorado,State,39.059811,-105.311104,Arthritis,Colorectal Cancer Screening,25,0.977701263,66,5,State,0
Connecticut,State,41.597782,-72.755371,Teeth Loss,Physical Inactivity,14.1,0.962730789,28.1,1,State,0
Connecticut,State,41.597782,-72.755371,Teeth Loss,Current Smoking,14.1,0.962730789,18.6,2,State,0
Connecticut,State,41.597782,-72.755371,Teeth Loss,Binge Drinking,14.1,0.962730789,15.9,3,State,0
Connecticut,State,41.597782,-72.755371,Teeth Loss,Cholesterol Screening,14.1,0.962730789,71.9,4,State,0
Connecticut,State,41.597782,-72.755371,Teeth Loss,Sleep <7 hours,14.1,0.962730789,40.2,5,State,0
Connecticut,State,41.597782,-72.755371,Stroke,Physical Inactivity,3.3,0.936171756,28.1,1,State,0
Connecticut,State,41.597782,-72.755371,Stroke,Health Insurance,3.3,0.936171756,16.9,2,State,0
Connecticut,State,41.597782,-72.755371,Stroke,Dental Visit,3.3,0.936171756,61,3,State,0
Connecticut,State,41.597782,-72.755371,Stroke,Taking BP Medication,3.3,0.936171756,71.9,4,State,0
Connecticut,State,41.597782,-72.755371,Stroke,Colorectal Cancer Screening,3.3,0.936171756,63.6,5,State,0
Connecticut,State,41.597782,-72.755371,Physical Health,Physical Inactivity,14.1,0.993166292,28.1,1,State,0
Connecticut,State,41.597782,-72.755371,Physical Health,Dental Visit,14.1,0.993166292,61,2,State,0
Connecticut,State,41.597782,-72.755371,Physical Health,Cholesterol Screening,14.1,0.993166292,71.9,3,State,0
Connecticut,State,41.597782,-72.755371,Physical Health,Current Smoking,14.1,0.993166292,18.6,4,State,0
Connecticut,State,41.597782,-72.755371,Physical Health,Sleep <7 hours,14.1,0.993166292,40.2,5,State,0
Connecticut,State,41.597782,-72.755371,Mental Health,Current Smoking,14.4,0.990582156,18.6,1,State,0
Connecticut,State,41.597782,-72.755371,Mental Health,Dental Visit,14.4,0.990582156,61,2,State,0
Connecticut,State,41.597782,-72.755371,Mental Health,Taking BP Medication,14.4,0.990582156,71.9,3,State,0
Connecticut,State,41.597782,-72.755371,Mental Health,Binge Drinking,14.4,0.990582156,15.9,4,State,0
Connecticut,State,41.597782,-72.755371,Mental Health,Sleep <7 hours,14.4,0.990582156,40.2,5,State,0
