Region,Level,OutcomeShort,PreventionShort,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,Latitude,Longitude,Outcome,Prevention
Tuscaloosa,City,STROKE,LPA,3.1,0.948855653,27,1,State,33.2336084,-87.52680041,Stroke,Physical Inactivity
Tuscaloosa,City,STROKE,CSMOKING,3.1,0.948855653,20.7,2,State,33.2336084,-87.52680041,Stroke,Current Smoking
Tuscaloosa,City,STROKE,BINGE,3.1,0.948855653,17.2,3,State,33.2336084,-87.52680041,Stroke,Binge Drinking
Tuscaloosa,City,STROKE,CHOLSCREEN,3.1,0.948855653,65.5,4,State,33.2336084,-87.52680041,Stroke,Cholesterol Screening
Tuscaloosa,City,STROKE,SLEEP,3.1,0.948855653,39,5,State,33.2336084,-87.52680041,Stroke,Sleep <7 hours
Tuscaloosa,City,TEETHLOST,LPA,18.9,0.942122411,27,1,State,33.2336084,-87.52680041,Teeth Loss,Physical Inactivity
Tuscaloosa,City,TEETHLOST,CSMOKING,18.9,0.942122411,20.7,2,State,33.2336084,-87.52680041,Teeth Loss,Current Smoking
Tuscaloosa,City,TEETHLOST,CHOLSCREEN,18.9,0.942122411,65.5,3,State,33.2336084,-87.52680041,Teeth Loss,Cholesterol Screening
Tuscaloosa,City,TEETHLOST,MAMMOUSE,18.9,0.942122411,82.7,4,State,33.2336084,-87.52680041,Teeth Loss,Mammography
Tuscaloosa,City,TEETHLOST,BINGE,18.9,0.942122411,17.2,5,State,33.2336084,-87.52680041,Teeth Loss,Binge Drinking
Alabama,State,TEETHLOST,LPA,22.8,0.942122411,35.6,1,State,33.52756638,-86.79881747,Teeth Loss,Physical Inactivity
Alabama,State,TEETHLOST,CSMOKING,22.8,0.942122411,22.3,2,State,33.52756638,-86.79881747,Teeth Loss,Current Smoking
Alabama,State,TEETHLOST,CHOLSCREEN,22.8,0.942122411,74.8,3,State,33.52756638,-86.79881747,Teeth Loss,Cholesterol Screening
Alabama,State,TEETHLOST,MAMMOUSE,22.8,0.942122411,83.6,4,State,33.52756638,-86.79881747,Teeth Loss,Mammography
Alabama,State,TEETHLOST,BINGE,22.8,0.942122411,13.2,5,State,33.52756638,-86.79881747,Teeth Loss,Binge Drinking
Alabama,State,STROKE,LPA,5,0.948855653,35.6,1,State,33.52756638,-86.79881747,Stroke,Physical Inactivity
Alabama,State,STROKE,CSMOKING,5,0.948855653,22.3,2,State,33.52756638,-86.79881747,Stroke,Current Smoking
Alabama,State,STROKE,BINGE,5,0.948855653,13.2,3,State,33.52756638,-86.79881747,Stroke,Binge Drinking
Alabama,State,STROKE,CHOLSCREEN,5,0.948855653,74.8,4,State,33.52756638,-86.79881747,Stroke,Cholesterol Screening
Alabama,State,STROKE,SLEEP,5,0.948855653,41.5,5,State,33.52756638,-86.79881747,Stroke,Sleep <7 hours
Alabama,State,PHLTH,LPA,16.3,0.977795063,35.6,1,State,33.52756638,-86.79881747,Physical Health,Physical Inactivity
Alabama,State,PHLTH,BPMED,16.3,0.977795063,81.3,2,State,33.52756638,-86.79881747,Physical Health,Taking BP Medication
Alabama,State,PHLTH,COLON_SCREEN,16.3,0.977795063,64.1,3,State,33.52756638,-86.79881747,Physical Health,Colorectal Cancer Screening
Alabama,State,PHLTH,CSMOKING,16.3,0.977795063,22.3,4,State,33.52756638,-86.79881747,Physical Health,Current Smoking
Alabama,State,PHLTH,OBESITY,16.3,0.977795063,41.7,5,State,33.52756638,-86.79881747,Physical Health,Obesity
Alabama,State,MHLTH,CSMOKING,15.2,0.974351843,22.3,1,State,33.52756638,-86.79881747,Mental Health,Current Smoking
Alabama,State,MHLTH,BPMED,15.2,0.974351843,81.3,2,State,33.52756638,-86.79881747,Mental Health,Taking BP Medication
Alabama,State,MHLTH,CHOLSCREEN,15.2,0.974351843,74.8,3,State,33.52756638,-86.79881747,Mental Health,Cholesterol Screening
Alabama,State,MHLTH,DENTAL,15.2,0.974351843,52.6,4,State,33.52756638,-86.79881747,Mental Health,Dental Visit
Alabama,State,MHLTH,ACCESS2,15.2,0.974351843,19.2,5,State,33.52756638,-86.79881747,Mental Health,Health Insurance
Alabama,State,KIDNEY,LPA,3.8,0.967984527,35.6,1,State,33.52756638,-86.79881747,Chronic Kidney Disease,Physical Inactivity
Alabama,State,KIDNEY,CSMOKING,3.8,0.967984527,22.3,2,State,33.52756638,-86.79881747,Chronic Kidney Disease,Current Smoking
Alabama,State,KIDNEY,SLEEP,3.8,0.967984527,41.5,3,State,33.52756638,-86.79881747,Chronic Kidney Disease,Sleep <7 hours
Alabama,State,KIDNEY,CHOLSCREEN,3.8,0.967984527,74.8,4,State,33.52756638,-86.79881747,Chronic Kidney Disease,Cholesterol Screening
Alabama,State,KIDNEY,BINGE,3.8,0.967984527,13.2,5,State,33.52756638,-86.79881747,Chronic Kidney Disease,Binge Drinking
Alabama,State,HIGHCHOL,BPMED,39.2,0.978006931,81.3,1,State,33.52756638,-86.79881747,High Cholesterol,Taking BP Medication
Alabama,State,HIGHCHOL,BINGE,39.2,0.978006931,13.2,2,State,33.52756638,-86.79881747,High Cholesterol,Binge Drinking
Alabama,State,HIGHCHOL,CHOLSCREEN,39.2,0.978006931,74.8,3,State,33.52756638,-86.79881747,High Cholesterol,Cholesterol Screening
Alabama,State,HIGHCHOL,CSMOKING,39.2,0.978006931,22.3,4,State,33.52756638,-86.79881747,High Cholesterol,Current Smoking
Alabama,State,HIGHCHOL,SLEEP,39.2,0.978006931,41.5,5,State,33.52756638,-86.79881747,High Cholesterol,Sleep <7 hours
Alabama,State,DIABETES,CHOLSCREEN,16.7,0.966452298,74.8,1,State,33.52756638,-86.79881747,Diabetes,Cholesterol Screening
Alabama,State,DIABETES,DENTAL,16.7,0.966452298,52.6,2,State,33.52756638,-86.79881747,Diabetes,Dental Visit
Alabama,State,DIABETES,LPA,16.7,0.966452298,35.6,3,State,33.52756638,-86.79881747,Diabetes,Physical Inactivity
Alabama,State,DIABETES,CSMOKING,16.7,0.966452298,22.3,4,State,33.52756638,-86.79881747,Diabetes,Current Smoking
Alabama,State,DIABETES,BPMED,16.7,0.966452298,81.3,5,State,33.52756638,-86.79881747,Diabetes,Taking BP Medication
Alabama,State,COPD,CSMOKING,8.8,0.957688064,22.3,1,State,33.52756638,-86.79881747,COPD,Current Smoking
Alabama,State,COPD,SLEEP,8.8,0.957688064,41.5,2,State,33.52756638,-86.79881747,COPD,Sleep <7 hours
Alabama,State,COPD,BPMED,8.8,0.957688064,81.3,3,State,33.52756638,-86.79881747,COPD,Taking BP Medication
Alabama,State,COPD,BINGE,8.8,0.957688064,13.2,4,State,33.52756638,-86.79881747,COPD,Binge Drinking
Alabama,State,COPD,LPA,8.8,0.957688064,35.6,5,State,33.52756638,-86.79881747,COPD,Physical Inactivity
Alabama,State,CHD,LPA,7.5,0.925981649,35.6,1,State,33.52756638,-86.79881747,Coronary Heart Disease,Physical Inactivity
Alabama,State,CHD,SLEEP,7.5,0.925981649,41.5,2,State,33.52756638,-86.79881747,Coronary Heart Disease,Sleep <7 hours
Alabama,State,CHD,BPMED,7.5,0.925981649,81.3,3,State,33.52756638,-86.79881747,Coronary Heart Disease,Taking BP Medication
Alabama,State,CHD,BINGE,7.5,0.925981649,13.2,4,State,33.52756638,-86.79881747,Coronary Heart Disease,Binge Drinking
Alabama,State,CHD,CHOLSCREEN,7.5,0.925981649,74.8,5,State,33.52756638,-86.79881747,Coronary Heart Disease,Cholesterol Screening
Alabama,State,CASTHMA,CSMOKING,10.5,0.984219537,22.3,1,State,33.52756638,-86.79881747,Current Asthma,Current Smoking
Alabama,State,CASTHMA,CHECKUP,10.5,0.984219537,76.9,2,State,33.52756638,-86.79881747,Current Asthma,Annual Checkup
Alabama,State,CASTHMA,CHOLSCREEN,10.5,0.984219537,74.8,3,State,33.52756638,-86.79881747,Current Asthma,Cholesterol Screening
Alabama,State,CASTHMA,SLEEP,10.5,0.984219537,41.5,4,State,33.52756638,-86.79881747,Current Asthma,Sleep <7 hours
Alabama,State,CASTHMA,DENTAL,10.5,0.984219537,52.6,5,State,33.52756638,-86.79881747,Current Asthma,Dental Visit
Alabama,State,CANCER,BPMED,5.6,0.946091937,81.3,1,State,33.52756638,-86.79881747,Cancer (except skin),Taking BP Medication
Alabama,State,CANCER,SLEEP,5.6,0.946091937,41.5,2,State,33.52756638,-86.79881747,Cancer (except skin),Sleep <7 hours
Alabama,State,CANCER,BINGE,5.6,0.946091937,13.2,3,State,33.52756638,-86.79881747,Cancer (except skin),Binge Drinking
Alabama,State,CANCER,DENTAL,5.6,0.946091937,52.6,4,State,33.52756638,-86.79881747,Cancer (except skin),Dental Visit
Alabama,State,CANCER,LPA,5.6,0.946091937,35.6,5,State,33.52756638,-86.79881747,Cancer (except skin),Physical Inactivity
Alabama,State,BPHIGH,CHECKUP,43.8,0.980782138,76.9,1,State,33.52756638,-86.79881747,High Blood Pressure,Annual Checkup
Alabama,State,BPHIGH,BINGE,43.8,0.980782138,13.2,2,State,33.52756638,-86.79881747,High Blood Pressure,Binge Drinking
Alabama,State,BPHIGH,BPMED,43.8,0.980782138,81.3,3,State,33.52756638,-86.79881747,High Blood Pressure,Taking BP Medication
Alabama,State,BPHIGH,OBESITY,43.8,0.980782138,41.7,4,State,33.52756638,-86.79881747,High Blood Pressure,Obesity
Alabama,State,BPHIGH,CHOLSCREEN,43.8,0.980782138,74.8,5,State,33.52756638,-86.79881747,High Blood Pressure,Cholesterol Screening
Alabama,State,ARTHRITIS,BPMED,29.3,0.944676149,81.3,1,State,33.52756638,-86.79881747,Arthritis,Taking BP Medication
Alabama,State,ARTHRITIS,BINGE,29.3,0.944676149,13.2,2,State,33.52756638,-86.79881747,Arthritis,Binge Drinking
Alabama,State,ARTHRITIS,CHOLSCREEN,29.3,0.944676149,74.8,3,State,33.52756638,-86.79881747,Arthritis,Cholesterol Screening
Alabama,State,ARTHRITIS,CSMOKING,29.3,0.944676149,22.3,4,State,33.52756638,-86.79881747,Arthritis,Current Smoking
Alabama,State,ARTHRITIS,SLEEP,29.3,0.944676149,41.5,5,State,33.52756638,-86.79881747,Arthritis,Sleep <7 hours
Alabama,State,ARTHRITIS,BPMED,28.9331336,0.944676149,78.92900692,1,National,33.52756638,-86.79881747,Arthritis,Taking BP Medication
Alabama,State,ARTHRITIS,BINGE,28.9331336,0.944676149,14.83993105,2,National,33.52756638,-86.79881747,Arthritis,Binge Drinking
Alabama,State,ARTHRITIS,CHOLSCREEN,28.9331336,0.944676149,75.37561017,3,National,33.52756638,-86.79881747,Arthritis,Cholesterol Screening
Alabama,State,ARTHRITIS,CSMOKING,28.9331336,0.944676149,20.04615054,4,National,33.52756638,-86.79881747,Arthritis,Current Smoking
Alabama,State,ARTHRITIS,SLEEP,28.9331336,0.944676149,38.6170509,5,National,33.52756638,-86.79881747,Arthritis,Sleep <7 hours
Alabama,State,BPHIGH,CHECKUP,39.22676784,0.980782138,74.16135818,1,National,33.52756638,-86.79881747,High Blood Pressure,Annual Checkup
Alabama,State,BPHIGH,BINGE,39.22676784,0.980782138,14.83993105,2,National,33.52756638,-86.79881747,High Blood Pressure,Binge Drinking
Alabama,State,BPHIGH,BPMED,39.22676784,0.980782138,78.92900692,3,National,33.52756638,-86.79881747,High Blood Pressure,Taking BP Medication
Alabama,State,BPHIGH,OBESITY,39.22676784,0.980782138,36.34192099,4,National,33.52756638,-86.79881747,High Blood Pressure,Obesity
Alabama,State,BPHIGH,CHOLSCREEN,39.22676784,0.980782138,75.37561017,5,National,33.52756638,-86.79881747,High Blood Pressure,Cholesterol Screening
Alabama,State,CANCER,BPMED,5.945530424,0.946091937,78.92900692,1,National,33.52756638,-86.79881747,Cancer (except skin),Taking BP Medication
Alabama,State,CANCER,SLEEP,5.945530424,0.946091937,38.6170509,2,National,33.52756638,-86.79881747,Cancer (except skin),Sleep <7 hours
Alabama,State,CANCER,BINGE,5.945530424,0.946091937,14.83993105,3,National,33.52756638,-86.79881747,Cancer (except skin),Binge Drinking
Alabama,State,CANCER,DENTAL,5.945530424,0.946091937,59.65055009,4,National,33.52756638,-86.79881747,Cancer (except skin),Dental Visit
Alabama,State,CANCER,LPA,5.945530424,0.946091937,29.24837409,5,National,33.52756638,-86.79881747,Cancer (except skin),Physical Inactivity
Alabama,State,CASTHMA,CSMOKING,9.885390509,0.984219537,20.04615054,1,National,33.52756638,-86.79881747,Current Asthma,Current Smoking
Alabama,State,CASTHMA,CHECKUP,9.885390509,0.984219537,74.16135818,2,National,33.52756638,-86.79881747,Current Asthma,Annual Checkup
Alabama,State,CASTHMA,CHOLSCREEN,9.885390509,0.984219537,75.37561017,3,National,33.52756638,-86.79881747,Current Asthma,Cholesterol Screening
Alabama,State,CASTHMA,SLEEP,9.885390509,0.984219537,38.6170509,4,National,33.52756638,-86.79881747,Current Asthma,Sleep <7 hours
Alabama,State,CASTHMA,DENTAL,9.885390509,0.984219537,59.65055009,5,National,33.52756638,-86.79881747,Current Asthma,Dental Visit
Alabama,State,CHD,LPA,6.831923726,0.925981649,29.24837409,1,National,33.52756638,-86.79881747,Coronary Heart Disease,Physical Inactivity
Alabama,State,CHD,SLEEP,6.831923726,0.925981649,38.6170509,2,National,33.52756638,-86.79881747,Coronary Heart Disease,Sleep <7 hours
Alabama,State,CHD,BPMED,6.831923726,0.925981649,78.92900692,3,National,33.52756638,-86.79881747,Coronary Heart Disease,Taking BP Medication
Alabama,State,CHD,BINGE,6.831923726,0.925981649,14.83993105,4,National,33.52756638,-86.79881747,Coronary Heart Disease,Binge Drinking
Alabama,State,CHD,CHOLSCREEN,6.831923726,0.925981649,75.37561017,5,National,33.52756638,-86.79881747,Coronary Heart Disease,Cholesterol Screening
Alabama,State,COPD,CSMOKING,7.924411481,0.957688064,20.04615054,1,National,33.52756638,-86.79881747,COPD,Current Smoking
Alabama,State,COPD,SLEEP,7.924411481,0.957688064,38.6170509,2,National,33.52756638,-86.79881747,COPD,Sleep <7 hours
Alabama,State,COPD,BPMED,7.924411481,0.957688064,78.92900692,3,National,33.52756638,-86.79881747,COPD,Taking BP Medication
Alabama,State,COPD,BINGE,7.924411481,0.957688064,14.83993105,4,National,33.52756638,-86.79881747,COPD,Binge Drinking
Alabama,State,COPD,LPA,7.924411481,0.957688064,29.24837409,5,National,33.52756638,-86.79881747,COPD,Physical Inactivity
Alabama,State,DIABETES,CHOLSCREEN,13.60768318,0.966452298,75.37561017,1,National,33.52756638,-86.79881747,Diabetes,Cholesterol Screening
Alabama,State,DIABETES,DENTAL,13.60768318,0.966452298,59.65055009,2,National,33.52756638,-86.79881747,Diabetes,Dental Visit
Alabama,State,DIABETES,LPA,13.60768318,0.966452298,29.24837409,3,National,33.52756638,-86.79881747,Diabetes,Physical Inactivity
Alabama,State,DIABETES,CSMOKING,13.60768318,0.966452298,20.04615054,4,National,33.52756638,-86.79881747,Diabetes,Current Smoking
Alabama,State,DIABETES,BPMED,13.60768318,0.966452298,78.92900692,5,National,33.52756638,-86.79881747,Diabetes,Taking BP Medication
Alabama,State,HIGHCHOL,BPMED,38.2291791,0.978006931,78.92900692,1,National,33.52756638,-86.79881747,High Cholesterol,Taking BP Medication
Alabama,State,HIGHCHOL,BINGE,38.2291791,0.978006931,14.83993105,2,National,33.52756638,-86.79881747,High Cholesterol,Binge Drinking
Alabama,State,HIGHCHOL,CHOLSCREEN,38.2291791,0.978006931,75.37561017,3,National,33.52756638,-86.79881747,High Cholesterol,Cholesterol Screening
Alabama,State,HIGHCHOL,CSMOKING,38.2291791,0.978006931,20.04615054,4,National,33.52756638,-86.79881747,High Cholesterol,Current Smoking
Alabama,State,HIGHCHOL,SLEEP,38.2291791,0.978006931,38.6170509,5,National,33.52756638,-86.79881747,High Cholesterol,Sleep <7 hours
Alabama,State,KIDNEY,LPA,3.224015129,0.967984527,29.24837409,1,National,33.52756638,-86.79881747,Chronic Kidney Disease,Physical Inactivity
Alabama,State,KIDNEY,CSMOKING,3.224015129,0.967984527,20.04615054,2,National,33.52756638,-86.79881747,Chronic Kidney Disease,Current Smoking
Alabama,State,KIDNEY,SLEEP,3.224015129,0.967984527,38.6170509,3,National,33.52756638,-86.79881747,Chronic Kidney Disease,Sleep <7 hours
Alabama,State,KIDNEY,CHOLSCREEN,3.224015129,0.967984527,75.37561017,4,National,33.52756638,-86.79881747,Chronic Kidney Disease,Cholesterol Screening
Alabama,State,KIDNEY,BINGE,3.224015129,0.967984527,14.83993105,5,National,33.52756638,-86.79881747,Chronic Kidney Disease,Binge Drinking
Alabama,State,MHLTH,CSMOKING,14.27372206,0.974351843,20.04615054,1,National,33.52756638,-86.79881747,Mental Health,Current Smoking
Alabama,State,MHLTH,BPMED,14.27372206,0.974351843,78.92900692,2,National,33.52756638,-86.79881747,Mental Health,Taking BP Medication
Alabama,State,MHLTH,CHOLSCREEN,14.27372206,0.974351843,75.37561017,3,National,33.52756638,-86.79881747,Mental Health,Cholesterol Screening
Alabama,State,MHLTH,DENTAL,14.27372206,0.974351843,59.65055009,4,National,33.52756638,-86.79881747,Mental Health,Dental Visit
Alabama,State,MHLTH,ACCESS2,14.27372206,0.974351843,16.73562981,5,National,33.52756638,-86.79881747,Mental Health,Health Insurance
Alabama,State,PHLTH,LPA,14.37560468,0.977795063,29.24837409,1,National,33.52756638,-86.79881747,Physical Health,Physical Inactivity
Alabama,State,PHLTH,BPMED,14.37560468,0.977795063,78.92900692,2,National,33.52756638,-86.79881747,Physical Health,Taking BP Medication
Alabama,State,PHLTH,COLON_SCREEN,14.37560468,0.977795063,66.45446409,3,National,33.52756638,-86.79881747,Physical Health,Colorectal Cancer Screening
Alabama,State,PHLTH,CSMOKING,14.37560468,0.977795063,20.04615054,4,National,33.52756638,-86.79881747,Physical Health,Current Smoking
Alabama,State,PHLTH,OBESITY,14.37560468,0.977795063,36.34192099,5,National,33.52756638,-86.79881747,Physical Health,Obesity
Alabama,State,STROKE,LPA,4.01506976,0.948855653,29.24837409,1,National,33.52756638,-86.79881747,Stroke,Physical Inactivity
Alabama,State,STROKE,CSMOKING,4.01506976,0.948855653,20.04615054,2,National,33.52756638,-86.79881747,Stroke,Current Smoking
Alabama,State,STROKE,BINGE,4.01506976,0.948855653,14.83993105,3,National,33.52756638,-86.79881747,Stroke,Binge Drinking
Alabama,State,STROKE,CHOLSCREEN,4.01506976,0.948855653,75.37561017,4,National,33.52756638,-86.79881747,Stroke,Cholesterol Screening
Alabama,State,STROKE,SLEEP,4.01506976,0.948855653,38.6170509,5,National,33.52756638,-86.79881747,Stroke,Sleep <7 hours
Alabama,State,TEETHLOST,LPA,17.97546949,0.942122411,29.24837409,1,National,33.52756638,-86.79881747,Teeth Loss,Physical Inactivity
Alabama,State,TEETHLOST,CSMOKING,17.97546949,0.942122411,20.04615054,2,National,33.52756638,-86.79881747,Teeth Loss,Current Smoking
Alabama,State,TEETHLOST,CHOLSCREEN,17.97546949,0.942122411,75.37561017,3,National,33.52756638,-86.79881747,Teeth Loss,Cholesterol Screening
Alabama,State,TEETHLOST,MAMMOUSE,17.97546949,0.942122411,82.08225844,4,National,33.52756638,-86.79881747,Teeth Loss,Mammography
Alabama,State,TEETHLOST,BINGE,17.97546949,0.942122411,14.83993105,5,National,33.52756638,-86.79881747,Teeth Loss,Binge Drinking
