Region,Level,Outcome,Prevention,Outcome Prevalence,Prevention Prevalence,Prevention Rank,Prevention Score,Prediction Accuracy
California,State,CANCER,CHOLSCREEN,6.1,80,3,0,0.890001984
California,State,CANCER,DENTAL,6.1,71.8,4,0,0.890001984
California,State,CANCER,COLON_SCREEN,6.1,71.9,5,0,0.890001984
California,State,BPHIGH,BPMED,25.8,72.6,1,0,0.925928024
California,State,BPHIGH,DENTAL,25.8,71.8,2,0,0.925928024
California,State,BPHIGH,ACCESS2,25.8,7.3,3,0,0.925928024
California,State,BPHIGH,OBESITY,25.8,18.5,4,0,0.925928024
California,State,BPHIGH,CHOLSCREEN,25.8,80,5,0,0.925928024
California,State,ARTHRITIS,BPMED,18.7,72.6,1,0,0.899997624
California,State,ARTHRITIS,OBESITY,18.7,18.5,2,0,0.899997624
California,State,ARTHRITIS,SLEEP,18.7,33.7,3,0,0.899997624
California,State,ARTHRITIS,DENTAL,18.7,71.8,4,0,0.899997624
California,State,ARTHRITIS,ACCESS2,18.7,7.3,5,0,0.899997624
Colorado,State,TEETHLOST,DENTAL,8.8,70.5,1,0,0.950415432
Colorado,State,TEETHLOST,PAPTEST,8.8,82.7,2,0,0.950415432
Colorado,State,TEETHLOST,LPA,8.8,14.1,3,0,0.950415432
Colorado,State,TEETHLOST,CHOLSCREEN,8.8,77.9,4,0,0.950415432
Colorado,State,TEETHLOST,CHECKUP,8.8,63.5,5,0,0.950415432
Colorado,State,STROKE,BPMED,2.5,71,1,0,0.957310412
Colorado,State,STROKE,DENTAL,2.5,70.5,2,0,0.957310412
Colorado,State,STROKE,LPA,2.5,14.1,3,0,0.957310412
Colorado,State,STROKE,SLEEP,2.5,26.8,4,0,0.957310412
Colorado,State,STROKE,PAPTEST,2.5,82.7,5,0,0.957310412
Colorado,State,PHLTH,LPA,10.4,14.1,1,0,0.929761946
Colorado,State,PHLTH,BPMED,10.4,71,2,0,0.929761946
Colorado,State,PHLTH,ACCESS2,10.4,9.6,3,0,0.929761946
Colorado,State,PHLTH,CSMOKING,10.4,16.1,4,0,0.929761946
Colorado,State,PHLTH,BINGE,10.4,20,5,0,0.929761946
Colorado,State,MHLTH,CSMOKING,10.3,16.1,1,0,0.953694188
Colorado,State,MHLTH,PAPTEST,10.3,82.7,2,0,0.953694188
Colorado,State,MHLTH,CHOLSCREEN,10.3,77.9,3,0,0.953694188
Colorado,State,MHLTH,BINGE,10.3,20,4,0,0.953694188
Colorado,State,MHLTH,DENTAL,10.3,70.5,5,0,0.953694188
Colorado,State,KIDNEY,BPMED,2.5,71,1,0,0.97519416
Colorado,State,KIDNEY,DENTAL,2.5,70.5,2,0,0.97519416
Colorado,State,KIDNEY,CHECKUP,2.5,63.5,3,0,0.97519416
Colorado,State,KIDNEY,LPA,2.5,14.1,4,0,0.97519416
Colorado,State,KIDNEY,SLEEP,2.5,26.8,5,0,0.97519416
Colorado,State,HIGHCHOL,BPMED,33.1,71,1,0,0.967320082
Colorado,State,HIGHCHOL,CHECKUP,33.1,63.5,2,0,0.967320082
Colorado,State,HIGHCHOL,COLON_SCREEN,33.1,66,3,0,0.967320082
Colorado,State,HIGHCHOL,CHOLSCREEN,33.1,77.9,4,0,0.967320082
Colorado,State,HIGHCHOL,LPA,33.1,14.1,5,0,0.967320082
Colorado,State,DIABETES,CHECKUP,6.7,63.5,1,0,0.975505605
Colorado,State,DIABETES,COLON_SCREEN,6.7,66,2,0,0.975505605
Colorado,State,DIABETES,BPMED,6.7,71,3,0,0.975505605
Colorado,State,DIABETES,DENTAL,6.7,70.5,4,0,0.975505605
Colorado,State,DIABETES,CHOLSCREEN,6.7,77.9,5,0,0.975505605
Colorado,State,COPD,LPA,5,14.1,1,0,0.942925063
Colorado,State,COPD,ACCESS2,5,9.6,2,0,0.942925063
Colorado,State,COPD,BPMED,5,71,3,0,0.942925063
Colorado,State,COPD,SLEEP,5,26.8,4,0,0.942925063
Colorado,State,COPD,CSMOKING,5,16.1,5,0,0.942925063
Colorado,State,CHD,LPA,5.3,14.1,1,0,0.958936186
Colorado,State,CHD,SLEEP,5.3,26.8,2,0,0.958936186
Colorado,State,CHD,CHECKUP,5.3,63.5,3,0,0.958936186
Colorado,State,CHD,ACCESS2,5.3,9.6,4,0,0.958936186
Colorado,State,CHD,BPMED,5.3,71,5,0,0.958936186
Colorado,State,CASTHMA,CSMOKING,9,16.1,1,0,0.960835672
Colorado,State,CASTHMA,CHECKUP,9,63.5,2,0,0.960835672
Colorado,State,CASTHMA,CHOLSCREEN,9,77.9,3,0,0.960835672
Colorado,State,CASTHMA,DENTAL,9,70.5,4,0,0.960835672
Colorado,State,CASTHMA,PAPTEST,9,82.7,5,0,0.960835672
Colorado,State,CANCER,CHECKUP,7.1,63.5,1,0,0.974604963
Colorado,State,CANCER,PAPTEST,7.1,82.7,2,0,0.974604963
Colorado,State,CANCER,SLEEP,7.1,26.8,3,0,0.974604963
Colorado,State,CANCER,LPA,7.1,14.1,4,0,0.974604963
Colorado,State,CANCER,CHOLSCREEN,7.1,77.9,5,0,0.974604963
Colorado,State,BPHIGH,BPMED,25,71,1,0,0.963574202
Colorado,State,BPHIGH,PAPTEST,25,82.7,2,0,0.963574202
Colorado,State,BPHIGH,LPA,25,14.1,3,0,0.963574202
Colorado,State,BPHIGH,CHOLSCREEN,25,77.9,4,0,0.963574202
Colorado,State,BPHIGH,CHECKUP,25,63.5,5,0,0.963574202
Colorado,State,ARTHRITIS,CHECKUP,25,63.5,1,0,0.977701263
Colorado,State,ARTHRITIS,SLEEP,25,26.8,2,0,0.977701263
Colorado,State,ARTHRITIS,LPA,25,14.1,3,0,0.977701263
Colorado,State,ARTHRITIS,ACCESS2,25,9.6,4,0,0.977701263
Colorado,State,ARTHRITIS,COLON_SCREEN,25,66,5,0,0.977701263
Connecticut,State,TEETHLOST,LPA,14.1,28.1,1,0,0.962730789
Connecticut,State,TEETHLOST,CSMOKING,14.1,18.6,2,0,0.962730789
Connecticut,State,TEETHLOST,BINGE,14.1,15.9,3,0,0.962730789
Connecticut,State,TEETHLOST,CHOLSCREEN,14.1,71.9,4,0,0.962730789
Connecticut,State,TEETHLOST,SLEEP,14.1,40.2,5,0,0.962730789
Connecticut,State,STROKE,LPA,3.3,28.1,1,0,0.936171756
Connecticut,State,STROKE,ACCESS2,3.3,16.9,2,0,0.936171756
Connecticut,State,STROKE,DENTAL,3.3,61,3,0,0.936171756
Connecticut,State,STROKE,BPMED,3.3,71.9,4,0,0.936171756
Connecticut,State,STROKE,COLON_SCREEN,3.3,63.6,5,0,0.936171756
Connecticut,State,PHLTH,LPA,14.1,28.1,1,0,0.993166292
Connecticut,State,PHLTH,DENTAL,14.1,61,2,0,0.993166292
Connecticut,State,PHLTH,CHOLSCREEN,14.1,71.9,3,0,0.993166292
Connecticut,State,PHLTH,CSMOKING,14.1,18.6,4,0,0.993166292
Connecticut,State,PHLTH,SLEEP,14.1,40.2,5,0,0.993166292
Connecticut,State,MHLTH,CSMOKING,14.4,18.6,1,0,0.990582156
Connecticut,State,MHLTH,DENTAL,14.4,61,2,0,0.990582156
Connecticut,State,MHLTH,BPMED,14.4,71.9,3,0,0.990582156
Connecticut,State,MHLTH,BINGE,14.4,15.9,4,0,0.990582156
Connecticut,State,MHLTH,SLEEP,14.4,40.2,5,0,0.990582156
Connecticut,State,KIDNEY,LPA,3.1,28.1,1,0,0.968207687
Connecticut,State,KIDNEY,CHOLSCREEN,3.1,71.9,2,0,0.968207687
Connecticut,State,KIDNEY,DENTAL,3.1,61,3,0,0.968207687
Connecticut,State,KIDNEY,COLON_SCREEN,3.1,63.6,4,0,0.968207687
Connecticut,State,KIDNEY,ACCESS2,3.1,16.9,5,0,0.968207687
Connecticut,State,HIGHCHOL,BPMED,34.6,71.9,1,0,0.977491134
Connecticut,State,HIGHCHOL,OBESITY,34.6,31.7,2,0,0.977491134
Connecticut,State,HIGHCHOL,SLEEP,34.6,40.2,3,0,0.977491134
Connecticut,State,HIGHCHOL,BINGE,34.6,15.9,4,0,0.977491134
Connecticut,State,HIGHCHOL,MAMMOUSE,34.6,82.9,5,0,0.977491134
Connecticut,State,DIABETES,LPA,11.3,28.1,1,0,0.985519218
Connecticut,State,DIABETES,CHOLSCREEN,11.3,71.9,2,0,0.985519218
Connecticut,State,DIABETES,COREM,11.3,26.7,3,0,0.985519218
Connecticut,State,DIABETES,DENTAL,11.3,61,4,0,0.985519218
Connecticut,State,DIABETES,CHECKUP,11.3,69.6,5,0,0.985519218
Connecticut,State,COPD,BINGE,6.1,15.9,1,0,0.950096837
Connecticut,State,COPD,CSMOKING,6.1,18.6,2,0,0.950096837
Connecticut,State,COPD,SLEEP,6.1,40.2,3,0,0.950096837
Connecticut,State,COPD,COLON_SCREEN,6.1,63.6,4,0,0.950096837
Connecticut,State,COPD,LPA,6.1,28.1,5,0,0.950096837
Connecticut,State,CHD,LPA,5.7,28.1,1,0,0.960854806
Connecticut,State,CHD,COLON_SCREEN,5.7,63.6,2,0,0.960854806
Connecticut,State,CHD,DENTAL,5.7,61,3,0,0.960854806
Connecticut,State,CHD,SLEEP,5.7,40.2,4,0,0.960854806
Connecticut,State,CHD,CHOLSCREEN,5.7,71.9,5,0,0.960854806
Connecticut,State,CASTHMA,CSMOKING,10.4,18.6,1,0,0.980416226
Connecticut,State,CASTHMA,CHECKUP,10.4,69.6,2,0,0.980416226
Connecticut,State,CASTHMA,CHOLSCREEN,10.4,71.9,3,0,0.980416226
Connecticut,State,CASTHMA,BPMED,10.4,71.9,4,0,0.980416226
Connecticut,State,CASTHMA,DENTAL,10.4,61,5,0,0.980416226
Connecticut,State,CANCER,CHOLSCREEN,5,71.9,1,0,0.979383121
Connecticut,State,CANCER,CSMOKING,5,18.6,2,0,0.979383121
Connecticut,State,CANCER,SLEEP,5,40.2,3,0,0.979383121
Connecticut,State,CANCER,BINGE,5,15.9,4,0,0.979383121
Connecticut,State,CANCER,COLON_SCREEN,5,63.6,5,0,0.979383121
Connecticut,State,BPHIGH,LPA,30.2,28.1,1,0,0.983921531
Connecticut,State,BPHIGH,COLON_SCREEN,30.2,63.6,2,0,0.983921531
Connecticut,State,BPHIGH,DENTAL,30.2,61,3,0,0.983921531
Connecticut,State,BPHIGH,CHECKUP,30.2,69.6,4,0,0.983921531
Connecticut,State,BPHIGH,BPMED,30.2,71.9,5,0,0.983921531
Connecticut,State,ARTHRITIS,CSMOKING,22.1,18.6,1,0,0.984847905
Connecticut,State,ARTHRITIS,CHOLSCREEN,22.1,71.9,2,0,0.984847905
Connecticut,State,ARTHRITIS,BINGE,22.1,15.9,3,0,0.984847905
Connecticut,State,ARTHRITIS,SLEEP,22.1,40.2,4,0,0.984847905
Connecticut,State,ARTHRITIS,COREW,22.1,26.1,5,0,0.984847905
Delaware,State,ARTHRITIS,BPMED,24.3,76.9,1,0,0.886738565
Delaware,State,ARTHRITIS,BINGE,24.3,15.1,2,0,0.886738565
Delaware,State,ARTHRITIS,CSMOKING,24.3,23.8,3,0,0.886738565
Delaware,State,ARTHRITIS,SLEEP,24.3,43.1,4,0,0.886738565
Delaware,State,ARTHRITIS,ACCESS2,24.3,17.1,5,0,0.886738565
Delaware,State,BPHIGH,BPMED,37.6,76.9,1,0,0.935843565
Delaware,State,BPHIGH,OBESITY,37.6,36.4,2,0,0.935843565
Delaware,State,BPHIGH,BINGE,37.6,15.1,3,0,0.935843565
Delaware,State,BPHIGH,CHECKUP,37.6,77.1,4,0,0.935843565
Delaware,State,BPHIGH,DENTAL,37.6,52.7,5,0,0.935843565
Delaware,State,CANCER,CHOLSCREEN,5.6,72.5,1,0,0.831713566
Delaware,State,CANCER,BPMED,5.6,76.9,2,0,0.831713566
Delaware,State,CANCER,MAMMOUSE,5.6,82.6,3,0,0.831713566
Delaware,State,CANCER,SLEEP,5.6,43.1,4,0,0.831713566
Delaware,State,CANCER,COLON_SCREEN,5.6,59.5,5,0,0.831713566
Delaware,State,CASTHMA,SLEEP,10.7,43.1,1,0,0.868594269
Delaware,State,CASTHMA,CSMOKING,10.7,23.8,2,0,0.868594269
Delaware,State,CASTHMA,COLON_SCREEN,10.7,59.5,3,0,0.868594269
Delaware,State,CASTHMA,COREW,10.7,30.7,4,0,0.868594269
Delaware,State,CASTHMA,OBESITY,10.7,36.4,5,0,0.868594269
Delaware,State,CHD,BPMED,6.4,76.9,1,0,0.840727351
Delaware,State,CHD,DENTAL,6.4,52.7,2,0,0.840727351
Delaware,State,CHD,SLEEP,6.4,43.1,3,0,0.840727351
Delaware,State,CHD,LPA,6.4,32.9,4,0,0.840727351
Delaware,State,CHD,ACCESS2,6.4,17.1,5,0,0.840727351
Delaware,State,COPD,CHOLSCREEN,7.5,72.5,1,0,0.901400731
Delaware,State,COPD,DENTAL,7.5,52.7,2,0,0.901400731
Delaware,State,COPD,CSMOKING,7.5,23.8,3,0,0.901400731
Delaware,State,COPD,LPA,7.5,32.9,4,0,0.901400731
Delaware,State,COPD,ACCESS2,7.5,17.1,5,0,0.901400731
Delaware,State,DIABETES,BPMED,13.9,76.9,1,0,0.934231335
Delaware,State,DIABETES,DENTAL,13.9,52.7,2,0,0.934231335
Delaware,State,DIABETES,CHOLSCREEN,13.9,72.5,3,0,0.934231335
Delaware,State,DIABETES,LPA,13.9,32.9,4,0,0.934231335
Delaware,State,DIABETES,CSMOKING,13.9,23.8,5,0,0.934231335
Delaware,State,HIGHCHOL,BPMED,35.2,76.9,1,0,0.930340498
Delaware,State,HIGHCHOL,CHECKUP,35.2,77.1,2,0,0.930340498
Delaware,State,HIGHCHOL,LPA,35.2,32.9,3,0,0.930340498
Delaware,State,HIGHCHOL,CHOLSCREEN,35.2,72.5,4,0,0.930340498
Delaware,State,HIGHCHOL,ACCESS2,35.2,17.1,5,0,0.930340498
Delaware,State,KIDNEY,BPMED,3.5,76.9,1,0,0.885832629
Delaware,State,KIDNEY,DENTAL,3.5,52.7,2,0,0.885832629
Delaware,State,KIDNEY,CHOLSCREEN,3.5,72.5,3,0,0.885832629
Delaware,State,KIDNEY,LPA,3.5,32.9,4,0,0.885832629
Delaware,State,KIDNEY,CHECKUP,3.5,77.1,5,0,0.885832629
Delaware,State,MHLTH,CSMOKING,14.5,23.8,1,0,0.87986488
Delaware,State,MHLTH,MAMMOUSE,14.5,82.6,2,0,0.87986488
Delaware,State,MHLTH,CHECKUP,14.5,77.1,3,0,0.87986488
Delaware,State,MHLTH,LPA,14.5,32.9,4,0,0.87986488
Delaware,State,MHLTH,CHOLSCREEN,14.5,72.5,5,0,0.87986488
Delaware,State,PHLTH,LPA,14.2,32.9,1,0,0.92794472
Delaware,State,PHLTH,CHOLSCREEN,14.2,72.5,2,0,0.92794472
Delaware,State,PHLTH,DENTAL,14.2,52.7,3,0,0.92794472
Delaware,State,PHLTH,CSMOKING,14.2,23.8,4,0,0.92794472
Delaware,State,PHLTH,CHECKUP,14.2,77.1,5,0,0.92794472
Delaware,State,STROKE,BPMED,4.3,76.9,1,0,0.867507992
Delaware,State,STROKE,DENTAL,4.3,52.7,2,0,0.867507992
Delaware,State,STROKE,CHOLSCREEN,4.3,72.5,3,0,0.867507992
Delaware,State,STROKE,OBESITY,4.3,36.4,4,0,0.867507992
Delaware,State,STROKE,ACCESS2,4.3,17.1,5,0,0.867507992
Delaware,State,TEETHLOST,CSMOKING,21.6,23.8,1,0,0.907248555
Delaware,State,TEETHLOST,DENTAL,21.6,52.7,2,0,0.907248555
Delaware,State,TEETHLOST,LPA,21.6,32.9,3,0,0.907248555
Delaware,State,TEETHLOST,MAMMOUSE,21.6,82.6,4,0,0.907248555
Delaware,State,TEETHLOST,SLEEP,21.6,43.1,5,0,0.907248555
District of C,State,TEETHLOST,CSMOKING,14.4,17.3,1,0,0.99398823
District of C,State,TEETHLOST,LPA,14.4,17.2,2,0,0.99398823
District of C,State,TEETHLOST,DENTAL,14.4,74.7,3,0,0.99398823
District of C,State,TEETHLOST,CHOLSCREEN,14.4,77.2,4,0,0.99398823
District of C,State,TEETHLOST,CHECKUP,14.4,78.6,5,0,0.99398823
District of C,State,STROKE,LPA,3,17.2,1,0,0.994542204
District of C,State,STROKE,CSMOKING,3,17.3,2,0,0.994542204
District of C,State,STROKE,ACCESS2,3,7.8,3,0,0.994542204
District of C,State,STROKE,OBESITY,3,25.2,4,0,0.994542204
District of C,State,STROKE,SLEEP,3,36.4,5,0,0.994542204
District of C,State,PHLTH,LPA,9,17.2,1,0,0.998316202
District of C,State,PHLTH,OBESITY,9,25.2,2,0,0.998316202
District of C,State,PHLTH,SLEEP,9,36.4,3,0,0.998316202
District of C,State,PHLTH,CSMOKING,9,17.3,4,0,0.998316202
District of C,State,PHLTH,DENTAL,9,74.7,5,0,0.998316202
District of C,State,MHLTH,CSMOKING,11,17.3,1,0,0.821559233
District of C,State,MHLTH,ACCESS2,11,7.8,2,0,0.821559233
District of C,State,MHLTH,LPA,11,17.2,3,0,0.821559233
District of C,State,MHLTH,DENTAL,11,74.7,4,0,0.821559233
District of C,State,MHLTH,COLON_SCREEN,11,67.4,5,0,0.821559233
District of C,State,KIDNEY,LPA,2.6,17.2,1,0,0.992646969
District of C,State,KIDNEY,CSMOKING,2.6,17.3,2,0,0.992646969
District of C,State,KIDNEY,OBESITY,2.6,25.2,3,0,0.992646969
District of C,State,KIDNEY,SLEEP,2.6,36.4,4,0,0.992646969
District of C,State,KIDNEY,CHECKUP,2.6,78.6,5,0,0.992646969
District of C,State,HIGHCHOL,BPMED,30.9,74.7,1,0,0.983763867
District of C,State,HIGHCHOL,LPA,30.9,17.2,2,0,0.983763867
District of C,State,HIGHCHOL,SLEEP,30.9,36.4,3,0,0.983763867
District of C,State,HIGHCHOL,CHECKUP,30.9,78.6,4,0,0.983763867
District of C,State,HIGHCHOL,COLON_SCREEN,30.9,67.4,5,0,0.983763867
District of C,State,DIABETES,LPA,8.9,17.2,1,0,0.991209465
District of C,State,DIABETES,CSMOKING,8.9,17.3,2,0,0.991209465
District of C,State,DIABETES,OBESITY,8.9,25.2,3,0,0.991209465
District of C,State,DIABETES,CHOLSCREEN,8.9,77.2,4,0,0.991209465
District of C,State,DIABETES,PAPTEST,8.9,87.3,5,0,0.991209465
District of C,State,COPD,LPA,5.1,17.2,1,0,0.995877855
District of C,State,COPD,SLEEP,5.1,36.4,2,0,0.995877855
District of C,State,COPD,ACCESS2,5.1,7.8,3,0,0.995877855
District of C,State,COPD,CSMOKING,5.1,17.3,4,0,0.995877855
District of C,State,COPD,CHECKUP,5.1,78.6,5,0,0.995877855
District of C,State,CHD,BINGE,4.3,24.3,1,0,0.79399968
District of C,State,CHD,BPMED,4.3,74.7,2,0,0.79399968
District of C,State,CHD,LPA,4.3,17.2,3,0,0.79399968
District of C,State,CHD,CHECKUP,4.3,78.6,4,0,0.79399968
District of C,State,CHD,OBESITY,4.3,25.2,5,0,0.79399968
District of C,State,CASTHMA,CSMOKING,10.1,17.3,1,0,0.973020852
District of C,State,CASTHMA,COLON_SCREEN,10.1,67.4,2,0,0.973020852
District of C,State,CASTHMA,BINGE,10.1,24.3,3,0,0.973020852
District of C,State,CASTHMA,CHOLSCREEN,10.1,77.2,4,0,0.973020852
District of C,State,CASTHMA,SLEEP,10.1,36.4,5,0,0.973020852
District of C,State,CANCER,CHECKUP,4.8,78.6,1,0,0.968432203
District of C,State,CANCER,SLEEP,4.8,36.4,2,0,0.968432203
District of C,State,CANCER,BINGE,4.8,24.3,3,0,0.968432203
District of C,State,CANCER,LPA,4.8,17.2,4,0,0.968432203
District of C,State,CANCER,CHOLSCREEN,4.8,77.2,5,0,0.968432203
District of C,State,BPHIGH,BINGE,28.2,24.3,1,0,0.97338111
District of C,State,BPHIGH,BPMED,28.2,74.7,2,0,0.97338111
District of C,State,BPHIGH,OBESITY,28.2,25.2,3,0,0.97338111
District of C,State,BPHIGH,CHECKUP,28.2,78.6,4,0,0.97338111
District of C,State,BPHIGH,PAPTEST,28.2,87.3,5,0,0.97338111
District of C,State,ARTHRITIS,OBESITY,18,25.2,1,0,0.993608824
District of C,State,ARTHRITIS,SLEEP,18,36.4,2,0,0.993608824
District of C,State,ARTHRITIS,CHECKUP,18,78.6,3,0,0.993608824
District of C,State,ARTHRITIS,LPA,18,17.2,4,0,0.993608824
District of C,State,ARTHRITIS,PAPTEST,18,87.3,5,0,0.993608824
Florida,State,TEETHLOST,DENTAL,7.4,77.5,1,0,0.940105429
Florida,State,TEETHLOST,CHECKUP,7.4,78.8,2,0,0.940105429
Florida,State,TEETHLOST,CSMOKING,7.4,12.3,3,0,0.940105429
Florida,State,TEETHLOST,MAMMOUSE,7.4,80.7,4,0,0.940105429
Florida,State,TEETHLOST,LPA,7.4,23.3,5,0,0.940105429
Florida,State,STROKE,LPA,2.9,23.3,1,0,0.931283159
Florida,State,STROKE,ACCESS2,2.9,14.1,2,0,0.931283159
Florida,State,STROKE,DENTAL,2.9,77.5,3,0,0.931283159
Florida,State,STROKE,CHOLSCREEN,2.9,82.4,4,0,0.931283159
Florida,State,STROKE,CHECKUP,2.9,78.8,5,0,0.931283159
Florida,State,PHLTH,LPA,11.1,23.3,1,0,0.966710945
Florida,State,PHLTH,CSMOKING,11.1,12.3,2,0,0.966710945
Florida,State,PHLTH,BINGE,11.1,18.5,3,0,0.966710945
Florida,State,PHLTH,CHOLSCREEN,11.1,82.4,4,0,0.966710945
Florida,State,PHLTH,DENTAL,11.1,77.5,5,0,0.966710945
Florida,State,MHLTH,CHECKUP,10.1,78.8,1,0,0.961443209
Florida,State,MHLTH,CHOLSCREEN,10.1,82.4,2,0,0.961443209
Florida,State,MHLTH,CSMOKING,10.1,12.3,3,0,0.961443209
Florida,State,MHLTH,PAPTEST,10.1,85.1,4,0,0.961443209
Florida,State,MHLTH,BPMED,10.1,79.3,5,0,0.961443209
Florida,State,KIDNEY,LPA,2.8,23.3,1,0,0.964053163
Florida,State,KIDNEY,ACCESS2,2.8,14.1,2,0,0.964053163
Florida,State,KIDNEY,CHOLSCREEN,2.8,82.4,3,0,0.964053163
Florida,State,KIDNEY,DENTAL,2.8,77.5,4,0,0.964053163
Florida,State,KIDNEY,CSMOKING,2.8,12.3,5,0,0.964053163
Florida,State,HIGHCHOL,BPMED,38.6,79.3,1,0,0.958046866
Florida,State,HIGHCHOL,BINGE,38.6,18.5,2,0,0.958046866
Florida,State,HIGHCHOL,CHOLSCREEN,38.6,82.4,3,0,0.958046866
Florida,State,HIGHCHOL,CSMOKING,38.6,12.3,4,0,0.958046866
Florida,State,HIGHCHOL,SLEEP,38.6,34.5,5,0,0.958046866
Florida,State,DIABETES,CHOLSCREEN,9.5,82.4,1,0,0.960231313
Florida,State,DIABETES,DENTAL,9.5,77.5,2,0,0.960231313
Florida,State,DIABETES,LPA,9.5,23.3,3,0,0.960231313
Florida,State,DIABETES,BINGE,9.5,18.5,4,0,0.960231313
Florida,State,DIABETES,CHECKUP,9.5,78.8,5,0,0.960231313
Florida,State,COPD,LPA,6.2,23.3,1,0,0.929286875
Florida,State,COPD,ACCESS2,6.2,14.1,2,0,0.929286875
Florida,State,COPD,DENTAL,6.2,77.5,3,0,0.929286875
Florida,State,COPD,COLON_SCREEN,6.2,69.5,4,0,0.929286875
Florida,State,COPD,CHOLSCREEN,6.2,82.4,5,0,0.929286875
Florida,State,CHD,CHOLSCREEN,6.9,82.4,1,0,0.896291037
Florida,State,CHD,DENTAL,6.9,77.5,2,0,0.896291037
Florida,State,CHD,OBESITY,6.9,20.5,3,0,0.896291037
Florida,State,CHD,COLON_SCREEN,6.9,69.5,4,0,0.896291037
Florida,State,CHD,LPA,6.9,23.3,5,0,0.896291037
Florida,State,CASTHMA,CHECKUP,6.9,78.8,1,0,0.965567595
Florida,State,CASTHMA,CHOLSCREEN,6.9,82.4,2,0,0.965567595
Florida,State,CASTHMA,CSMOKING,6.9,12.3,3,0,0.965567595
Florida,State,CASTHMA,PAPTEST,6.9,85.1,4,0,0.965567595
Florida,State,CASTHMA,DENTAL,6.9,77.5,5,0,0.965567595
Florida,State,CANCER,CHOLSCREEN,8.5,82.4,1,0,0.90952906
Florida,State,CANCER,DENTAL,8.5,77.5,2,0,0.90952906
Florida,State,CANCER,OBESITY,8.5,20.5,3,0,0.90952906
Florida,State,CANCER,CHECKUP,8.5,78.8,4,0,0.90952906
Florida,State,CANCER,COLON_SCREEN,8.5,69.5,5,0,0.90952906
Florida,State,BPHIGH,CHOLSCREEN,28.9,82.4,1,0,0.963127435
Florida,State,BPHIGH,DENTAL,28.9,77.5,2,0,0.963127435
Florida,State,BPHIGH,CHECKUP,28.9,78.8,3,0,0.963127435
Florida,State,BPHIGH,BINGE,28.9,18.5,4,0,0.963127435
Florida,State,BPHIGH,BPMED,28.9,79.3,5,0,0.963127435
Florida,State,ARTHRITIS,CHOLSCREEN,24.8,82.4,1,0,0.934811791
Florida,State,ARTHRITIS,DENTAL,24.8,77.5,2,0,0.934811791
Florida,State,ARTHRITIS,COLON_SCREEN,24.8,69.5,3,0,0.934811791
Florida,State,ARTHRITIS,BINGE,24.8,18.5,4,0,0.934811791
Florida,State,ARTHRITIS,CSMOKING,24.8,12.3,5,0,0.934811791
Georgia,State,TEETHLOST,LPA,25.2,37.1,1,0,0.963560937
Georgia,State,TEETHLOST,DENTAL,25.2,51.9,2,0,0.963560937
Georgia,State,TEETHLOST,ACCESS2,25.2,24.2,3,0,0.963560937
Georgia,State,TEETHLOST,MAMMOUSE,25.2,83.7,4,0,0.963560937
Georgia,State,TEETHLOST,SLEEP,25.2,47.1,5,0,0.963560937
Georgia,State,STROKE,LPA,5,37.1,1,0,0.975846263
Georgia,State,STROKE,CSMOKING,5,24,2,0,0.975846263
Georgia,State,STROKE,ACCESS2,5,24.2,3,0,0.975846263
Georgia,State,STROKE,DENTAL,5,51.9,4,0,0.975846263
Georgia,State,STROKE,BINGE,5,12.6,5,0,0.975846263
Georgia,State,PHLTH,LPA,15.9,37.1,1,0,0.994289088
Georgia,State,PHLTH,SLEEP,15.9,47.1,2,0,0.994289088
Georgia,State,PHLTH,CHOLSCREEN,15.9,71.8,3,0,0.994289088
Georgia,State,PHLTH,CSMOKING,15.9,24,4,0,0.994289088
Georgia,State,PHLTH,DENTAL,15.9,51.9,5,0,0.994289088
Georgia,State,MHLTH,CSMOKING,16.1,24,1,0,0.954572822
Georgia,State,MHLTH,CHECKUP,16.1,78.1,2,0,0.954572822
Georgia,State,MHLTH,CHOLSCREEN,16.1,71.8,3,0,0.954572822
Georgia,State,MHLTH,OBESITY,16.1,38.4,4,0,0.954572822
Georgia,State,MHLTH,LPA,16.1,37.1,5,0,0.954572822
Georgia,State,KIDNEY,LPA,3.8,37.1,1,0,0.986323809
Georgia,State,KIDNEY,CSMOKING,3.8,24,2,0,0.986323809
Georgia,State,KIDNEY,CHOLSCREEN,3.8,71.8,3,0,0.986323809
Georgia,State,KIDNEY,DENTAL,3.8,51.9,4,0,0.986323809
Georgia,State,KIDNEY,ACCESS2,3.8,24.2,5,0,0.986323809
Georgia,State,HIGHCHOL,BPMED,36.7,76.6,1,0,0.981178393
Georgia,State,HIGHCHOL,LPA,36.7,37.1,2,0,0.981178393
Georgia,State,HIGHCHOL,SLEEP,36.7,47.1,3,0,0.981178393
Georgia,State,HIGHCHOL,DENTAL,36.7,51.9,4,0,0.981178393
Georgia,State,HIGHCHOL,CSMOKING,36.7,24,5,0,0.981178393
Georgia,State,DIABETES,DENTAL,15.3,51.9,1,0,0.983598248
Georgia,State,DIABETES,CHOLSCREEN,15.3,71.8,2,0,0.983598248
Georgia,State,DIABETES,LPA,15.3,37.1,3,0,0.983598248
Georgia,State,DIABETES,CSMOKING,15.3,24,4,0,0.983598248
Georgia,State,DIABETES,OBESITY,15.3,38.4,5,0,0.983598248
